,City,Price,Area,Location,NoofBedrooms,LiftAvailable,Resale
4408,Banglore,4505000,1400,Rajarajeshwari nagar,3,9,0
4409,Banglore,13500000,1400,Uttarahalli Main Road,3,9,0
4410,Banglore,4057000,1360,Rajarajeswari Nagar,3,9,0
4411,Banglore,3859000,1095,Raja Rajeshwari Nagar 5th Stage,2,9,0
4412,Banglore,5750000,943,sarjapura attibele road,2,9,0
4413,Banglore,4505000,850,Raja Rajeshwari Nagar 5th Stage,2,9,0
4414,Banglore,4505000,2061,Hennur,3,9,0
4415,Banglore,8081999,1399,Sarjapur,3,9,0
4416,Banglore,4505000,950,Anekal City,2,9,0
4417,Banglore,6625000,1085,Sri Krishna Garden Layout,2,9,0
4418,Banglore,3100000,850,Sri Krishna Garden Layout,2,9,0
4419,Banglore,3482000,850,Raja Rajeshwari Nagar 5th Stage,2,9,0
4420,Banglore,2899000,1525,Raja Rajeshwari Nagar 5th Stage,3,9,0
4421,Banglore,8400000,850,Raja Rajeshwari Nagar 5th Stage,2,9,0
4422,Banglore,6360000,1250,Raja Rajeshwari Nagar 5th Stage,3,9,0
4423,Banglore,8400000,924,Attibele,3,9,0
4424,Banglore,7840000,1182,Sarjapur,2,9,0
4425,Banglore,8400000,779,Attibele,2,9,0
4426,Banglore,8400000,1500,Poornapragna Housing Society Layout,3,9,0
4427,Banglore,7840000,1200,Sri Krishna Garden Layout,2,9,0
4428,Banglore,8400000,1500,Rajarajeshwari nagar,3,9,0
4429,Banglore,8400000,1400,Rajarajeshwari nagar,3,9,0
4430,Banglore,8120000,1500,Rajarajeshwari nagar,3,9,0
4431,Banglore,6188000,1500,Rajarajeshwari nagar,3,9,0
4432,Banglore,8400000,1400,BEML Layout 5th Stage,3,9,0
4433,Banglore,8400000,1500,Uttarahalli Main Road,3,9,0
4434,Banglore,8400000,1500,Poornapragna Housing Society Layout,3,9,0
4435,Banglore,7840000,1450,Poornapragna Housing Society Layout,3,9,0
4436,Banglore,8120000,1105,Poornapragna Housing Society Layout,2,9,0
4437,Banglore,8400000,1500,Poornapragna Housing Society Layout,3,9,0
4438,Banglore,4054000,1500,Poornapragna Housing Society Layout,3,9,0
4439,Banglore,4240000,1500,Poornapragna Housing Society Layout,3,9,0
4440,Banglore,2288000,1400,BEML Layout 5th Stage,3,9,0
4441,Banglore,6188000,1450,BEML Layout 5th Stage,3,9,0
4442,Banglore,7840000,1500,BEML Layout 5th Stage,3,9,0
4443,Banglore,8400000,1397,sarjapura attibele road,3,9,0
4444,Banglore,8120000,1468,sarjapura attibele road,3,9,0
4445,Banglore,5750000,520,Anekal City,1,9,0
4446,Banglore,7208000,1105,Uttarahalli Main Road,2,9,0
4447,Banglore,2900000,1400,Uttarahalli Main Road,3,9,0
4448,Banglore,2900000,1500,Kenchena Halli Road,3,9,0
4449,Banglore,2288000,1450,Rajarajeshwari nagar,3,9,0
4450,Banglore,5750000,1085,Raja Rajeshwari Nagar 5th Stage,2,9,0
4451,Banglore,6015000,1360,Raja Rajeshwari Nagar 5th Stage,3,9,0
4452,Banglore,3433000,875,Koppa Begur Road,2,9,0
4453,Banglore,3719000,875,Koppa Begur Road,2,9,0
4454,Banglore,4933000,520,Anekal City,1,9,0
4455,Banglore,4254000,1085,Raja Rajeshwari Nagar 5th Stage,2,9,0
4456,Banglore,5350000,1135,RR Nagar,2,9,0
4457,Banglore,33000000,660,Electronic City Phase 1,1,9,0
4458,Banglore,7000000,715,Electronic City Phase 1,1,9,0
4459,Banglore,8500000,910,Electronic City Phase 1,2,9,0
4460,Banglore,8900000,967,Kengeri,2,9,0
4461,Banglore,9100000,1216,Kengeri,3,9,0
4462,Banglore,8700000,5000,Bilekahalli,4,9,1
4463,Banglore,9300000,1538,Talaghattapura,2,9,0
4464,Banglore,7100000,1877,Talaghattapura,3,9,0
4465,Banglore,6200000,1973,Talaghattapura,3,9,0
4466,Banglore,13300000,2016,Talaghattapura,3,9,0
4467,Banglore,11000000,1922,Talaghattapura,3,9,0
4468,Banglore,8400000,2078,Talaghattapura,3,9,0
4469,Banglore,6188000,1561,Talaghattapura,2,9,0
4470,Banglore,8120000,1362,Talaghattapura,2,9,0
4471,Banglore,39000000,1766,Kudlu Gate,3,9,0
4472,Banglore,2840000,1730,Whitefield Hope Farm Junction,3,9,0
4473,Banglore,4000000,1500,Uttarahalli Main Road,3,9,0
4474,Banglore,3100000,1105,Uttarahalli Main Road,2,9,0
4475,Banglore,3859000,1450,Uttarahalli Main Road,3,9,0
4476,Banglore,23500000,3900,Hebbal,4,9,0
4477,Banglore,23000000,941,Sarjapur Attibele,2,9,0
4478,Banglore,7208000,1040,AGS Layout Arehalli,2,9,0
4479,Banglore,6625000,924,Attibele,3,9,0
4480,Banglore,3800000,950,Anekal City,2,9,0
4481,Banglore,3100000,3613,ITPL,4,9,0
4482,Banglore,3096000,2730,Sarjapur Road,4,9,0
4483,Banglore,3249000,1360,RR Nagar,3,9,0
4484,Banglore,3400000,1250,RR Nagar,3,9,0
4485,Banglore,3100000,955,Bommasandra,2,9,0
4486,Banglore,3475000,924,Attibele,3,9,0
4487,Banglore,5750000,923,sarjapura attibele road,3,9,0
4488,Banglore,3100000,1010,Bommasandra,2,9,0
4489,Banglore,2745000,943,Chandapura,3,9,0
4490,Banglore,4057000,924,Attibele,3,9,0
4491,Banglore,2975000,875,Chandapura,2,9,0
4492,Banglore,2975000,1085,RR Nagar,2,9,0
4493,Banglore,3100000,924,Attibele,3,9,0
4494,Banglore,4500000,645,Anekal City,1,9,0
4495,Banglore,15500000,1401,sarjapura attibele road,3,9,0
4496,Banglore,9400000,850,Koppa Begur Road,2,9,0
4497,Banglore,7500000,850,Koppa Begur Road,2,9,0
4498,Banglore,7000000,924,Attibele,3,9,0
4499,Banglore,4320000,1000,Bannerghatta Main Road,2,9,0
4500,Banglore,5700000,2268,Mahadevapura,4,9,1
4501,Banglore,2745000,1555,Electronic City Phase 1,3,9,0
4502,Banglore,3045000,1248,Electronic City Phase 1,2,9,0
4503,Banglore,13000000,1660,Budigere Cross,3,9,0
4504,Banglore,3180000,1110,AGS Layout Arehalli,2,9,0
4505,Banglore,3045000,1240,Budigere Cross,2,9,0
4506,Banglore,4054000,645,Anekal City,1,9,0
4507,Banglore,2900000,1017,sarjapura attibele road,2,9,0
4508,Banglore,2975000,1500,Sarjapur Road,3,9,0
4509,Banglore,3100000,1069,sarjapura attibele road,2,9,0
4510,Banglore,4864000,1019,sarjapura attibele road,2,9,0
4511,Banglore,7300000,1397,sarjapura attibele road,3,9,0
4512,Banglore,2856000,850,Koppa Begur Road,2,9,0
4513,Banglore,8400000,875,Koppa Begur Road,2,9,0
4514,Banglore,2848000,924,Attibele,3,9,0
4515,Banglore,3180000,1225,Anekal City,3,9,0
4516,Banglore,30000000,1322,Yelahanka,2,9,1
4517,Banglore,20000000,835,Chandapura,2,9,0
4518,Banglore,7356000,1500,BEML Layout 5th Stage,3,9,0
4519,Banglore,3100000,944,sarjapura attibele road,2,9,0
4520,Banglore,2848000,1067,sarjapura attibele road,2,9,0
4521,Banglore,6500000,2289,JP Nagar Phase 7,3,9,0
4522,Banglore,4060000,1860,Adugodi,3,9,0
4523,Banglore,3045000,1415,Ramamurthy Nagar,3,9,0
4524,Banglore,3261999,924,Attibele,3,9,0
4525,Banglore,6188000,943,sarjapura attibele road,2,9,0
4526,Banglore,3100000,1535,Babusa Palya,2,9,1
4527,Banglore,4100000,1402,sarjapura attibele road,3,9,0
4528,Banglore,5610000,1018,sarjapura attibele road,2,9,0
4529,Banglore,8400000,1100,sarjapura attibele road,2,9,0
4530,Banglore,5472000,1105,Uttarahalli Road,2,9,0
4531,Banglore,6528000,551,Bagalur,1,9,0
4532,Banglore,6528000,1020,Electronics City,2,9,0
4533,Banglore,2848000,1020,Kumaraswamy Layout Vittal Nagar,2,9,0
4534,Banglore,4057000,1500,Raja Rajeshwari Nagar 5th Stage,3,9,0
4535,Banglore,6000000,1140,Pattanagere,2,9,0
4536,Banglore,4133000,1360,Pattanagere Main Road,3,9,0
4537,Banglore,5160000,1360,5th Stage Raja Rajeshwari Nagar,3,9,0
4538,Banglore,6528000,943,Sarjapur,2,9,0
4539,Banglore,5256000,1400,Sarjapur Road,3,9,0
4540,Banglore,3050000,1240,Budigere Cross,2,9,0
4541,Banglore,2288000,1025,Anekal City,2,9,0
4542,Banglore,2800000,1074,Ideal Homes Co Operative Housing Society,2,9,0
4543,Banglore,8400000,1360,Poorna Pragna Layout,3,9,0
4544,Banglore,8400000,1095,Poorna Pragna Layout,2,9,0
4545,Banglore,8400000,1020,sarjapura attibele road,2,9,0
4546,Banglore,8400000,520,Anekal City,1,9,0
4547,Banglore,7840000,850,Koppa Begur Road,2,9,0
4548,Banglore,6188000,1500,Uttarahalli Main Road,3,9,0
4549,Banglore,6528000,1450,5th Stage BEML Layout,3,9,0
4550,Banglore,8120000,1500,5th Stage BEML Layout,3,9,0
4551,Banglore,7840000,1500,RR Nagar Main Road,3,9,0
4552,Banglore,8400000,1400,Dwaraka Nagar,3,9,0
4553,Banglore,4505000,1105,Poorna Pragna Layout,2,9,0
4554,Banglore,2288000,1360,Krishna Garden Road,3,9,0
4555,Banglore,8200000,1450,Uttarahalli Road,3,9,0
4556,Banglore,2800000,1400,5th Stage BEML Layout,3,9,0
4557,Banglore,8400000,1500,Poorna Pragna Layout,3,9,0
4558,Banglore,8400000,850,RR Nagar,2,9,0
4559,Banglore,8400000,520,Anekal City,1,9,0
4560,Banglore,8400000,1200,Ramamurthy Nagar,2,9,0
4561,Banglore,6188000,850,Koppa Begur Road,2,9,0
4562,Banglore,3859000,1500,Poorna Pragna Layout,3,9,0
4563,Banglore,12700000,1500,Uttarahalli Road,3,9,0
4564,Banglore,4133000,1500,Gubbalala Main Road,3,9,0
4565,Banglore,3261999,1500,RR Nagar Main Road,3,9,0
4566,Banglore,6917000,1105,Uttarahalli Main Road,2,9,0
4567,Banglore,4133000,950,Anekal City,2,9,0
4568,Banglore,3100000,1480,RT Nager,2,9,1
4569,Banglore,3260000,1025,Anekal City,2,9,0
4570,Banglore,4300000,1099,Sarjapur Road,2,9,0
4571,Banglore,3100000,1250,Electronic City Phase 1,2,9,0
4572,Banglore,6500000,1025,Anekal City,2,9,0
4573,Banglore,45000000,924,Attibele,3,9,0
4574,Banglore,2745000,924,Chandapura,2,9,0
4575,Banglore,4505000,1140,KR Puram Bhattarahalli,2,9,0
4576,Banglore,8081999,925,Attibele,3,9,0
4577,Banglore,4305000,1535,Babusa Palya,2,9,1
4578,Banglore,3100000,3450,RMV 2nd Stage,4,9,1
4579,Banglore,4950000,645,Anekal City,1,9,0
4580,Banglore,2745000,850,RR Nagar Main Road,2,9,0
4581,Banglore,3079000,1525,BEML Layout 5th Stage,3,9,0
4582,Banglore,8120000,1230,Chandapura,2,9,0
4583,Banglore,6043000,924,Attibele,3,9,0
4584,Banglore,3484000,1411,Kadathanamale,3,9,1
4585,Banglore,23000000,645,Anekal City,1,9,0
4586,Banglore,4144000,918,Attibele,3,9,0
4587,Banglore,7000000,1450,Rajarajeshwari nagar,3,9,0
4588,Banglore,4133000,1185,Narayanapura on Hennur Main Road,2,9,0
4589,Banglore,3100000,1183,sarjapura attibele road,2,9,0
4590,Banglore,8400000,2730,Sarjapur Road,4,9,0
4591,Banglore,7840000,797,Manyata Tech Park Nagawara,2,9,0
4592,Banglore,2849000,1660,Budigere Cross,3,9,0
4593,Banglore,3100000,1025,Anekal City,2,9,0
4594,Banglore,23000000,924,Attibele,3,9,0
4595,Banglore,4237000,1500,Raja Rajeshwari Nagar 5th Stage,3,9,0
4596,Banglore,2288000,1400,5th Stage Raja Rajeshwari Nagar,3,9,0
4597,Banglore,8400000,944,Chandapura Anekal Road,2,9,0
4598,Banglore,6188000,924,Sarjapur Attibele,3,9,0
4599,Banglore,8120000,2730,Sarjapur Road,4,9,0
4600,Banglore,3099000,1467,sarjapura attibele road,3,9,0
4601,Banglore,2288000,520,Anekal City,1,9,0
4602,Banglore,10000000,1500,5th Stage BEML Layout,3,9,0
4603,Banglore,4133000,1105,5th Stage Raja Rajeshwari Nagar,2,9,0
4604,Banglore,2166000,1450,Raja Rajeshwari Nagar 5th Stage,3,9,0
4605,Banglore,4057000,923,Attibele,3,9,0
4606,Banglore,6500000,520,Anekal City,1,9,0
4607,Banglore,3120000,1412,Begur,3,9,1
4608,Banglore,5900000,1025,Anekal City,2,9,0
4609,Banglore,4000000,590,Chandapura,1,9,0
4610,Banglore,6360000,1399,sarjapura attibele road,3,9,0
4611,Banglore,3800000,1300,BEML Layout,3,9,0
4612,Banglore,3100000,930,sarjapura attibele road,3,9,0
4613,Banglore,4500000,1334,Anagalapura Near Hennur Main Road,3,9,0
4614,Banglore,6500000,954,Anagalapura Near Hennur Main Road,2,9,0
4615,Banglore,3800000,1200,Rajarajeshwari nagar,2,9,0
4616,Banglore,3800000,732,Manyata Tech Park Nagawara,2,9,0
4617,Banglore,2288000,924,Attibele,3,9,0
4618,Banglore,2288000,1050,8th Phase JP Nagar,2,9,0
4619,Banglore,6094000,1535,Nagavara,2,9,0
4620,Banglore,4000000,910,Abbigere,2,9,0
4621,Banglore,4000000,910,Abbigere,2,9,0
4622,Banglore,4000000,520,Anekal City,1,9,0
4623,Banglore,3800000,520,Anekal City,1,9,0
4624,Banglore,3800000,1172,Manyata Tech Park Nagawara,3,9,0
4625,Banglore,4000000,940,Abbigere,2,9,0
4626,Banglore,3800000,940,Abbigere,2,9,0
4627,Banglore,3100000,940,Abbigere,2,9,0
4628,Banglore,3100000,910,Abbigere,2,9,0
4629,Banglore,3100000,910,Abbigere,2,9,0
4630,Banglore,3100000,940,Abbigere,2,9,0
4631,Banglore,4833000,910,Abbigere,2,9,0
4632,Banglore,3800000,924,Attibele,3,9,0
4633,Banglore,3900000,924,Attibele,3,9,0
4634,Banglore,3900000,924,Attibele,3,9,0
4635,Banglore,3900000,924,Attibele,3,9,0
4636,Banglore,3800000,1076,Begur,2,9,0
4637,Banglore,3800000,910,Abbigere,2,9,0
4638,Banglore,4000000,940,Abbigere,2,9,0
4639,Banglore,4860000,940,Abbigere,2,9,0
4640,Banglore,4000000,940,Abbigere,2,9,0
4641,Banglore,2851000,910,Abbigere,2,9,0
4642,Banglore,3180000,910,Abbigere,2,9,0
4643,Banglore,6200000,940,Abbigere,2,9,0
4644,Banglore,6700000,1086,Begur,2,9,0
4645,Banglore,4300000,940,Abbigere,2,9,0
4646,Banglore,7000000,944,sarjapura attibele road,2,9,0
4647,Banglore,2975000,1068,sarjapura attibele road,2,9,0
4648,Banglore,2900000,1215,HBR Layout 4th Block,2,9,0
4649,Banglore,7593000,1007,Panathur Road,2,9,0
4650,Banglore,8120000,1300,AGS Layout Arehalli,3,9,0
4651,Banglore,3800000,1375,Begur,3,9,0
4652,Banglore,7350000,875,Koppa Begur Road,2,9,0
4653,Banglore,2288000,875,Koppa Begur Road,2,9,0
4654,Banglore,6528000,1550,Hennur Main Road,3,9,0
4655,Banglore,6528000,1450,Poornapragna Housing Society L,3,9,0
4656,Banglore,6528000,910,Abbigere,2,9,0
4657,Banglore,8400000,1322,Yelahanka,2,9,1
4658,Banglore,7840000,520,Anekal City,1,9,0
4659,Banglore,8400000,1360,RR Nagar,3,9,0
4660,Banglore,8400000,1360,Pattanagere Main Road,3,9,0
4661,Banglore,4133000,1360,BEML Layout 5th Stage,3,9,0
4662,Banglore,4800000,1500,Poorna Pragna Layout,3,9,0
4663,Banglore,8400000,1400,Poorna Pragna Layout,3,9,0
4664,Banglore,8120000,1500,Poorna Pragna Layout,3,9,0
4665,Banglore,8400000,1500,Uttarahalli,3,9,0
4666,Banglore,6528000,1025,Anekal City,2,9,0
4667,Banglore,5256000,1573,Attibele,3,9,0
4668,Banglore,3100000,1500,Uttarahalli,3,9,0
4669,Banglore,3565000,1450,Uttarahalli,3,9,0
4670,Banglore,3100000,1510,Uttarahalli,3,9,0
4671,Banglore,7900000,1360,Ideal Homes Co Operative Housing Society,3,9,0
4672,Banglore,5300000,1095,RR Nagar Main Road,2,9,0
4673,Banglore,7840000,924,Attibele,3,9,0
4674,Banglore,17600000,1100,sarjapura attibele road,2,9,0
4675,Banglore,6580000,926,sarjapura attibele road,3,9,0
4676,Banglore,6500000,930,Wheeler Road Extension,2,9,0
4677,Banglore,12000000,1183,Babusa Palya,2,9,0
4678,Banglore,8600000,1400,Uttarahalli,3,9,0
4679,Banglore,4320000,2162,Hegde Nagar,3,9,1
4680,Banglore,3045000,1400,Vasanthapura Main Road,3,9,0
4681,Banglore,4133000,1410,Babusa Palya,3,9,0
4682,Banglore,3482000,1655,Varthur,3,9,0
4683,Banglore,2288000,1216,Varthur,2,9,0
4684,Banglore,6400000,1110,AGS Layout Arehalli,2,9,0
4685,Banglore,5320000,1017,Sarjapur,2,9,0
4686,Banglore,7038000,1025,Anekal City,2,9,0
4687,Banglore,3101000,1182,sarjapura attibele road,2,9,0
4688,Banglore,3100000,520,Anekal City,1,9,0
4689,Banglore,6094000,1406,Babusa Palya,3,9,0
4690,Banglore,7840000,1193,Babusabpalya,2,9,0
4691,Banglore,8400000,1380,Hennur Road,3,9,0
4692,Banglore,6858000,925,Attibele,3,9,0
4693,Banglore,2288000,924,Attibele,3,9,0
4694,Banglore,3180000,1172,Telecom Layout Thanisandra,3,9,0
4695,Banglore,4144000,1400,Poornapragna Housing Society L,3,9,0
4696,Banglore,3801000,1500,BEML Layout 5th Stage,3,9,0
4697,Banglore,3030000,1400,Hennur Main Road,3,9,0
4698,Banglore,4146000,645,Anekal City,1,9,0
4699,Banglore,3100000,1068,Sarjapur,2,9,0
4700,Banglore,4237000,797,Manayata Tech Park,2,9,0
4701,Banglore,4054000,731,Manayata Tech Park,2,9,0
4702,Banglore,2899000,1010,Bommasandra,2,9,0
4703,Banglore,3045000,1197,Chandapura Anekal Road,3,9,0
4704,Banglore,3806000,924,Attibele,3,9,0
4705,Banglore,3800000,1467,sarjapura attibele road,3,9,0
4706,Banglore,6100000,1398,sarjapura attibele road,3,9,0
4707,Banglore,3650000,779,Attibele,2,9,0
4708,Banglore,6090000,1017,sarjapura attibele road,2,9,0
4709,Banglore,3946000,732,Manyata Tech Park Nagawara,2,9,0
4710,Banglore,3800000,728,MS Ramaiah North City Manayata Tech Park,2,9,0
4711,Banglore,3261999,1172,Thanisandra Main Road,3,9,0
4712,Banglore,2900000,703,Thanisandra Main Road,2,9,0
4713,Banglore,2900000,1172,Thanisandra Main Road,3,9,0
4714,Banglore,6000000,759,Thanisandra Main Road,2,9,0
4715,Banglore,4057000,732,Thanisandra Main Road,2,9,0
4716,Banglore,4054000,1099,sarjapura attibele road,2,9,0
4717,Banglore,3261999,875,Koppa Begur Road,2,9,0
4718,Banglore,3045000,850,Koppa Begur Road,2,9,0
4719,Banglore,3180000,1350,BEML Layout,3,9,0
4720,Banglore,15000000,1399,sarjapura attibele road,3,9,0
4721,Banglore,11200000,1398,sarjapura attibele road,3,9,0
4722,Banglore,18400000,1099,sarjapura attibele road,2,9,0
4723,Banglore,10000000,1017,sarjapura attibele road,2,9,0
4724,Banglore,16500000,1068,sarjapura attibele road,2,9,0
4725,Banglore,9851000,1768,Near Peenya Industrial Area,3,9,0
4726,Banglore,15400000,1320,Near Peenya Industrial Area,2,9,0
4727,Banglore,16000000,2176,Near Peenya Industrial Area,3,9,0
4728,Banglore,13799999,1184,Near Peenya Industrial Area,2,9,0
4729,Banglore,10400000,1948,Near Peenya Industrial Area,3,9,0
4730,Banglore,16900000,1159,Near Peenya Industrial Area,2,9,0
4731,Banglore,21500000,1821,Near Peenya Industrial Area,3,9,0
4732,Banglore,19000000,1894,Near Peenya Industrial Area,3,9,0
4733,Banglore,16399999,1633,Near Peenya Industrial Area,3,9,0
4734,Banglore,11200000,1230,Near Peenya Industrial Area,2,9,0
4735,Banglore,9257000,1999,Near Peenya Industrial Area,3,9,0
4736,Banglore,8990000,2495,Near Peenya Industrial Area,3,9,0
4737,Banglore,7368000,2239,Near Peenya Industrial Area,3,9,0
4738,Banglore,8650000,1936,Near Peenya Industrial Area,4,9,0
4739,Banglore,8091000,1329,Near Peenya Industrial Area,2,9,0
4740,Banglore,7794000,1638,Nagarbhavi,3,9,0
4741,Banglore,17100000,1584,Nagarbhavi,3,9,0
4742,Banglore,17500000,1288,Nagarbhavi,2,9,0
4743,Banglore,17100000,1521,Nagarbhavi,3,9,0
4744,Banglore,11500000,1422,Nagarbhavi,3,9,0
4745,Banglore,5814000,1367,Nagarbhavi,3,9,0
4746,Banglore,6126000,2018,Rajajinagar,3,9,0
4747,Banglore,7738000,2060,Rajajinagar,3,9,0
4748,Banglore,5219000,2020,Rajajinagar,3,9,0
4749,Banglore,8103000,1570,Kannur on Thanisandra Main Road,3,9,1
4750,Banglore,5840000,1020,JP Nagar Phase 4,2,9,0
4751,Banglore,4184000,1120,Electronic City Phase 1,2,9,0
4752,Banglore,4078000,1430,Electronic City Phase 1,3,9,0
4753,Banglore,5698000,965,Electronic City Phase 1,2,9,0
4754,Banglore,4510000,1500,Electronic City Phase 1,3,9,0
4755,Banglore,4989000,1065,Electronic City Phase 1,2,9,0
4756,Banglore,4246000,951,Kengeri,2,9,0
4757,Banglore,10300000,927,Kengeri,2,9,0
4758,Banglore,8275000,1295,Kengeri,3,9,0
4759,Banglore,11600000,1025,Kengeri,2,9,0
4760,Banglore,11700000,1134,Kengeri,3,9,0
4761,Banglore,11500000,964,Kengeri,2,9,0
4762,Banglore,20000000,1500,Bennigana Halli,3,9,0
4763,Banglore,6000000,1200,Bennigana Halli,2,9,0
4764,Banglore,18400000,1835,Whitefield Hope Farm Junction,3,9,0
4765,Banglore,10200000,1860,Whitefield Hope Farm Junction,3,9,0
4766,Banglore,10400000,1830,Whitefield Hope Farm Junction,3,9,0
4767,Banglore,8484000,2502,Thanisandra,4,9,0
4768,Banglore,8484000,1314,Talaghattapura,2,9,0
4769,Banglore,10000000,3068,Narayanapura on Hennur Main Road,4,9,0
4770,Banglore,12300000,1703,Narayanapura on Hennur Main Road,3,9,0
4771,Banglore,9516000,1748,Narayanapura on Hennur Main Road,3,9,0
4772,Banglore,16700000,1414,Narayanapura on Hennur Main Road,2,9,0
4773,Banglore,20200000,1414,Narayanapura on Hennur Main Road,2,9,0
4774,Banglore,18000000,1680,Narayanapura on Hennur Main Road,3,9,0
4775,Banglore,17200000,2050,Narayanapura on Hennur Main Road,3,9,0
4776,Banglore,11700000,1586,Narayanapura on Hennur Main Road,3,9,0
4777,Banglore,11200000,2790,Narayanapura on Hennur Main Road,4,9,0
4778,Banglore,20000000,3378,Narayanapura on Hennur Main Road,3,9,0
4779,Banglore,6600000,3015,Narayanapura on Hennur Main Road,4,9,0
4780,Banglore,3859000,2880,Narayanapura on Hennur Main Road,4,9,0
4781,Banglore,2288000,1850,Whitefield Hope Farm Junction,3,9,0
4782,Banglore,2745000,1765,Whitefield Hope Farm Junction,3,9,0
4783,Banglore,3859000,2502,Thanisandra,4,9,0
4784,Banglore,2745000,1105,Jaibharath Nagar Bangalore,2,9,0
4785,Banglore,8083000,950,Anekal City,2,9,0
4786,Banglore,7900000,520,Anekal City,1,9,0
4787,Banglore,46000000,645,Anekal City,1,9,0
4788,Banglore,3045000,950,Anekal City,2,9,0
4789,Banglore,3116000,645,Anekal City,1,9,0
4790,Banglore,3123000,1585,Babusa Palya,3,9,1
4791,Banglore,3100000,1248,Electronic City Phase 1,2,9,0
4792,Banglore,4020000,2600,Sadashiva Nagar,3,9,1
4793,Banglore,4133000,1017,sarjapura attibele road,2,9,0
4794,Banglore,3859000,929,Attibele,3,9,0
4795,Banglore,3311999,931,Attibele,3,9,0
4796,Banglore,2500000,924,Attibele,3,9,0
4797,Banglore,4144000,1005,Bommasandra,2,9,0
4798,Banglore,3113000,1025,Anekal City,2,9,0
4799,Banglore,3554000,950,Anekal City,2,9,0
4800,Banglore,3100000,940,Chandapura Anekal Road,2,9,0
4801,Banglore,2745000,785,Bommasandra,1,9,0
4802,Banglore,6500000,797,Thanisandra Main Road,2,9,0
4803,Banglore,3400000,928,Attibele,3,9,0
4804,Banglore,2899000,930,Devanahalli,2,9,0
4805,Banglore,8000000,924,Attibele,3,9,0
4806,Banglore,6605000,645,Anekal City,1,9,0
4807,Banglore,3100000,1535,Babusa Palya,2,9,1
4808,Banglore,3100000,943,Chandapura,3,9,0
4809,Banglore,3859000,660,Chandapura,2,9,0
4810,Banglore,2288000,1415,Jalahalli,3,9,1
4811,Banglore,3045000,1201,JP Nagar Phase 7,2,9,0
4812,Banglore,28000000,924,Attibele,3,9,0
4813,Banglore,2975000,924,Attibele,3,9,0
4814,Banglore,2969000,950,Anekal City,2,9,0
4815,Banglore,8000000,520,Anekal City,1,9,0
4816,Banglore,5000000,1017,Sarjapur,2,9,0
4817,Banglore,3300000,1890,Rajajinagar,3,9,0
4818,Banglore,4200000,850,Koppa Begur Road,2,9,0
4819,Banglore,5467000,875,Chandapura,2,9,0
4820,Banglore,6743000,1420,Electronic City Phase 1,3,9,0
4821,Banglore,3172000,990,Electronic City Phase 1,2,9,0
4822,Banglore,2500000,660,Electronic City Phase 1,1,9,0
4823,Banglore,3046000,715,Electronic City Phase 1,1,9,0
4824,Banglore,3100000,1215,Thanisandra Main Road,2,9,0
4825,Banglore,3100000,1722,Budigere Cross,3,9,0
4826,Banglore,3100000,809,Budigere Cross,1,9,0
4827,Banglore,3100000,611,Budigere Cross,1,9,0
4828,Banglore,3800000,1020,Chandapura Anekal Road,2,9,0
4829,Banglore,2355000,924,Attibele,3,9,0
4830,Banglore,3030000,926,sarjapura attibele road,3,9,0
4831,Banglore,3100000,923,sarjapura attibele road,3,9,0
4832,Banglore,9100000,921,Chandapura Anekal Road,3,9,0
4833,Banglore,260000000,731,Manyata Tech Park Nagawara,2,9,0
4834,Banglore,300000000,785,Bommasandra,2,9,0
4835,Banglore,4057000,1010,Bommasandra,2,9,0
4836,Banglore,30000000,924,Attibele,3,9,0
4837,Banglore,3100000,1614,Yelahanka,3,9,1
4838,Banglore,4144000,7000,Ashok Nagar,4,9,1
4839,Banglore,3692000,7000,Ashok Nagar,4,9,1
4840,Banglore,3946000,1399,Sarjapur,3,9,0
4841,Banglore,3801000,2770,RMV 2nd Stage,3,9,1
4842,Banglore,2700000,924,Attibele,3,9,0
4843,Banglore,3100000,797,Manyata Tech Park Nagawara,2,9,0
4844,Banglore,4250000,710,Manyata Tech Park Nagawara,2,9,0
4845,Banglore,3100000,759,Manyata Tech Park Nagawara,2,9,0
4846,Banglore,2745000,731,Manyata Tech Park Nagawara,2,9,0
4847,Banglore,3100000,854,Chandapura,2,9,0
4848,Banglore,4176000,924,Attibele,3,9,0
4849,Banglore,3293000,1045,Uttarahalli,2,9,0
4850,Banglore,5750000,924,Attibele,3,9,0
4851,Banglore,3859000,645,Anekal City,1,9,0
4852,Banglore,7020000,924,Attibele,3,9,0
4853,Banglore,3859000,1099,Budigere Cross,3,9,0
4854,Banglore,2745000,814,Budigere Cross,2,9,0
4855,Banglore,3859000,1260,Budigere Cross,2,9,0
4856,Banglore,2745000,950,Anekal City,2,9,0
4857,Banglore,8138000,1350,Ramamurthy Nagar,3,9,0
4858,Banglore,6500000,950,Anekal City,2,9,0
4859,Banglore,8000000,645,Anekal City,1,9,0
4860,Banglore,3859000,950,Anekal City,2,9,0
4861,Banglore,3309000,645,Anekal City,1,9,0
4862,Banglore,6200000,1710,Budigere Cross,3,9,0
4863,Banglore,6500000,1535,Babusa Palya,2,9,1
4864,Banglore,8500000,1785,Krishnarajapura,3,9,0
4865,Banglore,7155000,950,Anekal City,2,9,0
4866,Banglore,10200000,939,Chandapura Anekal Road,2,9,0
4867,Banglore,5223000,1000,Varthur,2,9,0
