,City,Price,Area,Location,NoofBedrooms,LiftAvailable,Resale
7044,Chennai,2250000,411,Medavakkam,1,0,0
7045,Chennai,2584000,472,Medavakkam,1,0,0
7046,Chennai,3934000,622,Korattur,2,1,0
7047,Chennai,9643000,1691,Korattur,3,1,0
7048,Chennai,6618000,1138,Korattur,2,1,0
7049,Chennai,9861000,1569,Karapakkam,3,1,0
7050,Chennai,7530000,1208,Karapakkam,2,1,0
7051,Chennai,8161000,1316,Karapakkam,2,1,0
7052,Chennai,10000000,1647,Karapakkam,3,1,0
7053,Chennai,7652000,1229,Karapakkam,2,1,0
7054,Chennai,9925000,1618,Karapakkam,3,1,0
7055,Chennai,7641000,1227,Karapakkam,2,1,0
7056,Chennai,7997000,1288,Karapakkam,2,1,0
7057,Chennai,8079000,1302,Karapakkam,2,1,0
7058,Chennai,7483000,1200,Karapakkam,2,1,0
7059,Chennai,7664000,1231,Karapakkam,2,1,0
7060,Chennai,7658000,1230,Karapakkam,2,1,0
7061,Chennai,8079000,1302,Karapakkam,2,1,0
7062,Chennai,4000000,738,Medavakkam,2,0,0
7063,Chennai,2890000,528,Medavakkam,1,0,0
7064,Chennai,2075000,379,Medavakkam,1,0,0
7065,Chennai,7700000,1414,Medavakkam,3,0,0
7066,Chennai,5256000,960,Medavakkam,2,0,0
7067,Chennai,4790000,875,Medavakkam,2,0,0
7068,Chennai,7800000,1428,Medavakkam,3,0,0
7069,Chennai,4188000,765,Medavakkam,2,0,0
7070,Chennai,4000000,748,Medavakkam,2,0,0
7071,Chennai,12500000,1500,Thoraipakkam OMR,3,1,0
7072,Chennai,9086000,1298,Velachery,3,1,0
7073,Chennai,8043000,1149,Velachery,3,0,0
7074,Chennai,8043000,1149,Velachery,3,1,0
7075,Chennai,7476000,1068,Velachery,2,0,0
7076,Chennai,7476000,1068,Velachery,2,1,0
7077,Chennai,6593000,899,Velachery,2,1,0
7078,Chennai,4519000,1078,Sithalapakkam,3,1,0
7079,Chennai,3810000,905,Sithalapakkam,2,1,0
7080,Chennai,3615999,882,Sithalapakkam,2,1,0
7081,Chennai,3277000,775,Sithalapakkam,2,1,0
7082,Chennai,5244000,1201,Medavakkam,3,1,0
7083,Chennai,4563000,1039,Medavakkam,2,1,0
7084,Chennai,4278000,971,Medavakkam,2,1,0
7085,Chennai,3875000,899,Medavakkam,2,1,0
7086,Chennai,3479999,781,Vengaivasal,2,1,0
7087,Chennai,15400000,1100,Thiruvanmiyur,3,1,0
7088,Chennai,7342000,1266,Kilkattalai,3,1,0
7089,Chennai,5800000,1000,Kilkattalai,2,1,0
7090,Chennai,5689000,981,Kilkattalai,2,1,0
7091,Chennai,5870000,1223,Nanmangalam,3,1,0
7092,Chennai,5140000,1071,Nanmangalam,3,1,0
7093,Chennai,4784000,955,Nanmangalam,2,1,0
7094,Chennai,4520000,900,Nanmangalam,2,1,0
7095,Chennai,4084000,851,Nanmangalam,2,1,0
7096,Chennai,2273000,530,Nanmangalam,1,1,0
7097,Chennai,9086000,1298,Velachery,3,1,0
7098,Chennai,8043000,1149,Velachery,3,0,0
7099,Chennai,8043000,1149,Velachery,3,1,0
7100,Chennai,7476000,1068,Velachery,2,0,0
7101,Chennai,7476000,1068,Velachery,2,1,0
7102,Chennai,6593000,899,Velachery,2,1,0
7103,Chennai,4519000,1078,Sithalapakkam,3,1,0
7104,Chennai,3810000,905,Sithalapakkam,2,1,0
7105,Chennai,3615999,882,Sithalapakkam,2,1,0
7106,Chennai,3277000,775,Sithalapakkam,2,1,0
7107,Chennai,5244000,1201,Medavakkam,3,1,0
7108,Chennai,4563000,1039,Medavakkam,2,1,0
7109,Chennai,4278000,971,Medavakkam,2,1,0
7110,Chennai,3875000,899,Medavakkam,2,1,0
7111,Chennai,3479999,781,Vengaivasal,2,1,0
7112,Chennai,7450000,1300,Medavakkam,3,1,0
7113,Chennai,7130000,1260,Medavakkam,3,1,0
7114,Chennai,6088000,1107,Medavakkam,3,1,0
7115,Chennai,5200000,1200,Selaiyur,3,0,0
7116,Chennai,4000000,954,Selaiyur,2,1,0
7117,Chennai,4500000,954,Madambakkam,2,1,0
7118,Chennai,5000000,954,Selaiyur,2,1,0
7119,Chennai,6336000,1320,Annanagar,3,1,0
7120,Chennai,6336000,1320,Chengalpattu,3,1,0
7121,Chennai,5380000,1135,Medavakkam,3,1,0
7122,Chennai,2428000,495,Medavakkam,1,1,0
7123,Chennai,4628000,960,Medavakkam,2,1,0
7124,Chennai,4069000,830,Medavakkam,2,1,0
7125,Chennai,3789000,765,Medavakkam,2,1,0
7126,Chennai,5090000,1020,Pallikaranai,2,1,0
7127,Chennai,4955000,990,Pallikaranai,2,1,0
7128,Chennai,6395000,1310,Pallikaranai,3,1,0
7129,Chennai,6530000,1340,Pallikaranai,3,1,0
7130,Chennai,5150000,952,Sunnambu Kolathur S Kolathur,2,1,0
7131,Chennai,6804000,1270,Sunnambu Kolathur S Kolathur,3,1,0
7132,Chennai,7116000,1330,Sunnambu Kolathur S Kolathur,3,1,0
7133,Chennai,6700000,1250,Sunnambu Kolathur S Kolathur,3,1,0
7134,Chennai,6010000,1020,Madipakkam,2,1,0
7135,Chennai,5525000,950,Madipakkam,2,1,0
7136,Chennai,5340000,880,Madipakkam,2,1,0
7137,Chennai,5348000,990,Sunnambu Kolathur S Kolathur,2,0,0
7138,Chennai,5348000,990,Sunnambu Kolathur S Kolathur,2,0,0
7139,Chennai,4984000,920,Sunnambu Kolathur S Kolathur,2,1,0
7140,Chennai,5244000,970,Sunnambu Kolathur S Kolathur,2,1,0
7141,Chennai,4836000,945,Medavakkam,2,1,0
7142,Chennai,5126000,1068,Medavakkam,2,0,0
7143,Chennai,9198000,1260,Velachery,3,0,1
7144,Chennai,4172000,843,tambaram west,2,0,1
7145,Chennai,4613000,932,tambaram west,2,0,1
7146,Chennai,4950000,1000,tambaram west,2,0,1
7147,Chennai,6010000,1020,Madipakkam,2,1,0
7148,Chennai,5525000,950,Madipakkam,2,1,0
7149,Chennai,5340000,880,Madipakkam,2,1,0
7150,Chennai,9198000,1260,Velachery,3,0,1
7151,Chennai,4172000,843,tambaram west,2,0,1
7152,Chennai,4613000,932,tambaram west,2,0,1
7153,Chennai,4950000,1000,tambaram west,2,0,1
7154,Chennai,5445000,1100,tambaram west,3,0,1
7155,Chennai,4174000,859,Selaiyur,2,0,1
7156,Chennai,4689000,965,Selaiyur,2,0,1
7157,Chennai,6076000,1266,Rajakilpakkam,3,0,1
7158,Chennai,5130000,950,Kilkattalai,2,0,1
7159,Chennai,4860000,900,Kilkattalai,2,0,1
7160,Chennai,4257000,860,Pallikaranai,2,0,1
7161,Chennai,4356000,880,Pallikaranai,2,0,1
7162,Chennai,4488000,1020,Kovilambakkam,2,0,1
7163,Chennai,5544000,1260,Kovilambakkam,3,0,1
7164,Chennai,5022000,930,Kilkattalai,2,0,1
7165,Chennai,4070000,925,Kovilambakkam,2,0,1
7166,Chennai,3828000,870,Kovilambakkam,2,0,1
7167,Chennai,3953000,869,Selaiyur,2,0,1
7168,Chennai,4718000,983,Sembakkam,2,0,1
7169,Chennai,5116000,1066,Rajakilpakkam,2,0,1
7170,Chennai,4140000,900,Madambakkam,2,0,1
7171,Chennai,4176000,870,Sembakkam,2,0,1
7172,Chennai,4290000,975,Kovilambakkam,2,0,1
7173,Chennai,3889000,884,Kovilambakkam,2,0,1
7174,Chennai,7130000,1150,Pallikaranai,3,0,1
7175,Chennai,4800000,975,Selaiyur,2,1,1
7176,Chennai,4800000,975,Selaiyur,2,1,1
7177,Chennai,4400000,879,Selaiyur,2,1,1
7178,Chennai,3367000,732,Medavakkam,2,0,1
7179,Chennai,4300000,884,Madipakkam,2,1,1
7180,Chennai,3220000,700,Medavakkam,2,0,1
7181,Chennai,5921000,1048,Chromepet,3,1,1
7182,Chennai,5460000,1200,Sembakkam,3,0,1
7183,Chennai,4299000,945,Chromepet,2,0,1
7184,Chennai,5460000,1200,Chromepet,3,0,1
7185,Chennai,4472000,983,Sembakkam,2,0,1
7186,Chennai,4850000,1066,Sembakkam,3,0,1
7187,Chennai,5181000,942,Chromepet,2,0,1
7188,Chennai,4372000,795,Chromepet,2,0,1
7189,Chennai,4086999,865,Sembakkam,2,0,1
7190,Chennai,6033000,1277,Madambakkam,3,0,1
7191,Chennai,5036000,1066,Madambakkam,2,0,1
7192,Chennai,4928000,896,Chromepet,2,0,1
7193,Chennai,3800000,800,Selaiyur,2,0,1
7194,Chennai,4678000,985,Selaiyur,2,0,1
7195,Chennai,6963000,1266,Chromepet,3,0,1
7196,Chennai,5197000,1100,Sembakkam,3,0,1
7197,Chennai,6050000,1100,Chitlapakkam,3,0,1
7198,Chennai,4108000,865,Selaiyur,2,0,1
7199,Chennai,6175000,1300,Selaiyur,3,0,1
7200,Chennai,5197000,1100,Madambakkam,3,0,1
7201,Chennai,3779999,800,Rajakilpakkam,2,0,1
7202,Chennai,4086999,865,Madambakkam,2,0,1
7203,Chennai,6033000,1277,Rajakilpakkam,3,0,1
7204,Chennai,4108000,865,Selaiyur,2,0,1
7205,Chennai,3800000,800,Selaiyur,2,0,1
7206,Chennai,3719000,783,Selaiyur,2,0,1
7207,Chennai,2850000,600,Selaiyur,1,0,1
7208,Chennai,6175000,1300,tambaram west,3,0,1
7209,Chennai,5700000,1200,tambaram west,3,0,1
7210,Chennai,5225000,1100,tambaram west,3,0,1
7211,Chennai,4678000,985,tambaram west,2,0,1
7212,Chennai,4479000,943,tambaram west,2,0,1
7213,Chennai,4108000,865,tambaram west,2,0,1
7214,Chennai,4218000,888,tambaram west,2,0,1
7215,Chennai,6175000,1300,tambaram west,3,0,1
7216,Chennai,4678000,985,tambaram west,2,0,1
7217,Chennai,19500000,1566,Thiruvanmiyur,3,1,1
7218,Chennai,4500000,954,East Tambaram,2,1,0
7219,Chennai,6300000,1363,East Tambaram,3,1,0
7220,Chennai,5000000,1225,Maraimalai Nagar,3,1,0
7221,Chennai,4000000,970,Singaperumal Koil,2,1,0
7222,Chennai,4000000,983,Maraimalai Nagar,2,1,0
7223,Chennai,4000000,977,Maraimalai Nagar,2,1,0
7224,Chennai,4500000,1089,Maraimalai Nagar,3,1,0
7225,Chennai,4000000,976,Maraimalai Nagar,2,1,0
7226,Chennai,6240000,1040,Velachery,2,1,0
7227,Chennai,4040000,1010,tambaram west,2,1,0
7228,Chennai,4000000,1040,Pozhichalur,2,0,1
7229,Chennai,3340000,835,tambaram west,2,1,0
7230,Chennai,19000000,1550,Gopalapuram,3,0,1
7231,Chennai,5610000,935,Velachery,2,0,0
7232,Chennai,4653000,940,Kolapakkam,2,1,0
7233,Chennai,4969000,1004,Kolapakkam,2,1,0
7234,Chennai,4583000,926,Kolapakkam,2,1,0
7235,Chennai,6321000,1277,Kolapakkam,3,1,0
7236,Chennai,5999000,1212,Kolapakkam,3,1,0
7237,Chennai,6004000,1213,Kolapakkam,3,1,0
7238,Chennai,4885000,987,Kolapakkam,2,1,0
7239,Chennai,4558000,921,Kolapakkam,2,1,0
7240,Chennai,4667000,943,Kolapakkam,2,1,0
7241,Chennai,5915000,1195,Kolapakkam,3,1,0
7242,Chennai,4860000,982,Kolapakkam,2,1,0
7243,Chennai,5925000,1197,Kolapakkam,3,1,0
7244,Chennai,4692000,948,Kolapakkam,2,1,0
7245,Chennai,6271000,1267,Kolapakkam,3,1,0
7246,Chennai,8500000,925,Palavakkam,2,1,0
7247,Chennai,5000000,1035,Sholinganallur,2,1,0
7248,Chennai,65000000,2692,Kotturpuram,4,1,0
7249,Chennai,51600000,3355,Anna Nagar,4,1,0
7250,Chennai,33000000,2450,Kilpauk,3,1,0
7251,Chennai,3600000,1000,Kovur,2,1,0
7252,Chennai,54900000,3050,Alwarpet,3,1,0
7253,Chennai,5700000,850,Perambur,2,1,0
7254,Chennai,2500000,677,Avadi,2,1,1
7255,Chennai,11000000,950,Kodambakkam,2,1,1
7256,Chennai,4400000,855,Mevalurkuppam,2,1,0
7257,Chennai,3200000,576,Mevalurkuppam,1,1,0
7258,Chennai,3400000,603,Moolacheri,2,0,0
7259,Chennai,3200000,603,Moolacheri,1,0,0
7260,Chennai,8000000,1710,Mevalurkuppam,4,1,0
7261,Chennai,6151000,1184,Medavakkam,3,1,0
7262,Chennai,5597000,905,Medavakkam,2,1,0
7263,Chennai,5587000,1030,Medavakkam,2,1,0
7264,Chennai,5246000,993,Medavakkam,2,1,0
7265,Chennai,5208000,926,Medavakkam,2,1,0
7266,Chennai,5270000,998,Medavakkam,2,1,0
7267,Chennai,4801000,899,Medavakkam,2,1,0
7268,Chennai,4943000,929,Medavakkam,2,1,0
7269,Chennai,5199000,983,Medavakkam,2,1,0
7270,Chennai,5066000,955,Medavakkam,2,1,0
7271,Chennai,5175000,978,Medavakkam,2,1,0
7272,Chennai,4853000,910,Medavakkam,2,1,0
7273,Chennai,4924000,909,Medavakkam,2,1,0
7274,Chennai,5184000,980,Medavakkam,2,1,0
7275,Chennai,4962000,933,Medavakkam,2,1,0
7276,Chennai,6083000,1106,Mugalivakkam,2,1,0
7277,Chennai,10200000,1816,Mugalivakkam,3,1,0
7278,Chennai,11500000,2096,Mugalivakkam,4,1,0
7279,Chennai,8563000,1557,Mugalivakkam,3,1,0
7280,Chennai,3211999,584,Mugalivakkam,1,1,0
7281,Chennai,8981000,1633,Mugalivakkam,3,1,0
7282,Chennai,3289000,598,Mugalivakkam,1,1,0
7283,Chennai,9442000,1575,Iyappanthangal,3,0,0
7284,Chennai,3656000,610,Iyappanthangal,1,0,0
7285,Chennai,6534000,1090,Iyappanthangal,2,0,0
7286,Chennai,10100000,1700,Iyappanthangal,3,0,0
7287,Chennai,6834000,1140,Iyappanthangal,2,0,0
7288,Chennai,6773999,1130,Iyappanthangal,2,0,0
7289,Chennai,10700000,1790,Iyappanthangal,3,0,0
7290,Chennai,7194000,1200,Iyappanthangal,2,0,0
7291,Chennai,7252000,1295,Chengalpattu,2,0,0
7292,Chennai,7280000,1300,Chengalpattu,2,1,0
7293,Chennai,4460000,1115,tambaram west,2,0,0
7294,Chennai,3660000,915,tambaram west,2,1,0
7295,Chennai,3885000,1110,tambaram west,2,0,0
7296,Chennai,7195999,1285,Nenmeli,3,0,0
7297,Chennai,3885000,1110,West Tambaram,2,1,0
7298,Chennai,3202000,915,West Tambaram,2,1,0
7299,Chennai,5461000,993,Mugalivakkam,2,1,0
7300,Chennai,4000000,840,Avadi,2,0,0
7301,Chennai,4000000,840,Avadi,2,0,0
7302,Chennai,4000000,815,Avadi,2,0,0
7303,Chennai,4300000,915,Avadi,2,0,0
7304,Chennai,3900000,810,Avadi,2,0,0
7305,Chennai,4300000,910,Avadi,2,0,0
7306,Chennai,3960000,840,Avadi,2,0,0
7307,Chennai,4300000,915,Avadi,2,0,0
7308,Chennai,7044000,1175,Iyappanthangal,2,0,0
7309,Chennai,9861000,1645,Iyappanthangal,3,0,0
7310,Chennai,3806000,635,Iyappanthangal,1,0,0
7311,Chennai,7014000,1170,Iyappanthangal,2,0,0
7312,Chennai,3746000,625,Iyappanthangal,1,0,0
7313,Chennai,10400000,1740,Iyappanthangal,3,0,0
7314,Chennai,7134000,1190,Iyappanthangal,2,0,0
7315,Chennai,10300000,1730,Iyappanthangal,3,0,0
7316,Chennai,4942000,1131,Perungalathur,2,1,0
7317,Chennai,4426000,1107,Avadi,2,1,0
7318,Chennai,5786000,1447,Avadi,3,1,0
7319,Chennai,2279000,570,Avadi,1,1,0
7320,Chennai,6586000,1647,Avadi,3,1,0
7321,Chennai,4322000,1081,Avadi,2,1,0
7322,Chennai,4914000,1229,Avadi,3,1,0
7323,Chennai,4226000,1057,Avadi,2,1,0
7324,Chennai,2311000,578,Avadi,1,1,0
7325,Chennai,6266000,1567,Avadi,3,1,0
7326,Chennai,8675000,1641,Ramavaram,3,1,0
7327,Chennai,8675000,1641,Mugalivakkam,3,1,0
7328,Chennai,8675000,1641,Mugalivakkam,3,1,0
7329,Chennai,8675000,1641,Mugalivakkam,3,1,0
7330,Chennai,8675000,1641,Mugalivakkam,3,0,0
7331,Chennai,8675000,1641,Mugalivakkam,3,1,0
7332,Chennai,8675000,1641,Mugalivakkam,3,1,0
7333,Chennai,8675000,1641,Mugalivakkam,3,1,0
7334,Chennai,8675000,1641,Mugalivakkam,3,1,0
7335,Chennai,24500000,2062,Anna Nagar,3,1,1
7336,Chennai,6217000,1194,Nandambakkam,2,1,0
7337,Chennai,8675000,1641,Manapakkam,3,1,0
7338,Chennai,8675000,1641,Ramapuram,3,1,0
7339,Chennai,8675000,1641,Ramavaram,3,1,0
7340,Chennai,8675000,1641,Ramavaram,3,1,0
7341,Chennai,8675000,1641,Manapakkam,3,1,0
7342,Chennai,8675000,1641,Manapakkam,3,1,0
7343,Chennai,8675000,1641,Manapakkam,3,1,0
7344,Chennai,8675000,1641,Manapakkam,3,1,0
7345,Chennai,8675000,1641,Manapakkam,3,1,0
7346,Chennai,8675000,1641,Ramapuram,3,0,0
7347,Chennai,8675000,1641,Manapakkam,3,1,0
7348,Chennai,23000000,1580,Padi,3,0,1
7349,Chennai,5316000,1251,Perumbakkam,3,1,0
7350,Chennai,4534000,1067,Perumbakkam,3,1,0
7351,Chennai,4403000,1036,Perumbakkam,2,1,0
7352,Chennai,7541000,1423,Rajakilpakkam,3,0,0
7353,Chennai,6476000,1222,Rajakilpakkam,3,0,0
7354,Chennai,5088000,960,Rajakilpakkam,2,0,0
7355,Chennai,4679000,883,Rajakilpakkam,2,0,0
7356,Chennai,7541000,1423,Sembakkam,3,0,0
7357,Chennai,6476000,1222,Sembakkam,3,0,0
7358,Chennai,5088000,960,Sembakkam,2,0,0
7359,Chennai,4679000,883,Sembakkam,2,0,0
7360,Chennai,6140000,1266,Selaiyur,3,0,0
7361,Chennai,5349000,1103,Selaiyur,3,0,0
7362,Chennai,5010000,1033,Selaiyur,2,0,0
7363,Chennai,4753000,980,Selaiyur,2,0,0
7364,Chennai,4049000,835,Selaiyur,2,0,0
7365,Chennai,3104000,640,Selaiyur,1,0,0
7366,Chennai,6475000,1400,Madambakkam,3,0,0
7367,Chennai,5349000,1103,Selaiyur,3,0,0
7368,Chennai,5010000,1033,Selaiyur,2,0,0
7369,Chennai,4753000,980,Selaiyur,2,0,0
7370,Chennai,4049000,835,Selaiyur,2,0,0
7371,Chennai,3104000,640,Selaiyur,1,0,0
7372,Chennai,6475000,1400,Madambakkam,3,0,0
7373,Chennai,5933000,1283,Madambakkam,3,0,0
7374,Chennai,5499000,1189,Madambakkam,3,0,0
7375,Chennai,4810000,1040,Madambakkam,2,0,0
7376,Chennai,4347000,940,Madambakkam,2,0,0
7377,Chennai,4120000,891,Madambakkam,2,0,0
7378,Chennai,2474000,535,Madambakkam,1,0,0
7379,Chennai,6425000,1285,Sembakkam,3,0,0
7380,Chennai,5800000,1000,Villivakkam,2,1,1
7381,Chennai,2852000,741,Cholambedu,2,0,0
7382,Chennai,5203000,946,Ambattur,2,0,0
7383,Chennai,4708000,856,Ambattur,2,0,0
7384,Chennai,5318000,967,Ambattur,2,0,0
7385,Chennai,2975000,541,Ambattur,1,0,0
7386,Chennai,2343000,426,Ambattur,1,0,0
7387,Chennai,3888000,707,Ambattur,2,0,0
7388,Chennai,3888000,707,Ambattur,2,0,0
7389,Chennai,4426000,1107,Avadi,2,1,0
7390,Chennai,4322000,1081,Avadi,2,1,0
7391,Chennai,4226000,1057,Avadi,2,1,0
7392,Chennai,2311000,578,Avadi,1,1,0
7393,Chennai,6266000,1567,Avadi,3,1,0
7394,Chennai,5786000,1447,Avadi,3,1,0
7395,Chennai,2279000,570,Avadi,1,1,0
7396,Chennai,6586000,1647,Avadi,3,1,0
7397,Chennai,4914000,1229,Avadi,3,1,0
7398,Chennai,3160000,660,Nanmangalam,1,0,0
7399,Chennai,6580000,941,Chromepet,2,0,0
7400,Chennai,3315999,809,Ullagaram,2,0,0
7401,Chennai,7000000,924,Chromepet,2,0,0
7402,Chennai,4840000,1008,Nanmangalam,2,0,0
7403,Chennai,4140000,900,Nanmangalam,2,0,0
7404,Chennai,10500000,1433,NehruNagar,3,1,0
7405,Chennai,3300000,805,Nanmangalam,2,0,0
7406,Chennai,6230000,1198,Nanmangalam,3,0,0
7407,Chennai,3247000,772,Nanmangalam,2,0,0
7408,Chennai,3315999,809,Ullagaram,2,0,0
7409,Chennai,7000000,924,Chromepet,2,0,0
7410,Chennai,3300000,805,Nanmangalam,2,0,0
7411,Chennai,6230000,1198,Nanmangalam,3,0,0
7412,Chennai,4270000,930,Nanmangalam,2,0,0
7413,Chennai,2960000,619,Nanmangalam,1,0,0
7414,Chennai,5200000,1002,Sunnambu Kolathur S Kolathur,2,0,0
7415,Chennai,6684999,1285,Sunnambu Kolathur S Kolathur,3,0,0
7416,Chennai,5345000,1028,Sunnambu Kolathur S Kolathur,2,0,0
7417,Chennai,5000000,1117,Nanmangalam,2,0,1
7418,Chennai,5145000,989,Nanmangalam,2,0,0
7419,Chennai,4862000,935,Nanmangalam,2,0,0
7420,Chennai,3993000,768,Nanmangalam,2,0,0
7421,Chennai,4581000,881,Nanmangalam,2,0,0
7422,Chennai,4500000,867,Nanmangalam,2,0,0
7423,Chennai,5798000,1115,Nanmangalam,3,0,0
7424,Chennai,6224000,1197,Nanmangalam,3,0,0
7425,Chennai,4893000,941,Nanmangalam,2,0,0
7426,Chennai,5392000,1037,Nanmangalam,2,0,0
7427,Chennai,3300000,805,Nanmangalam,2,0,0
7428,Chennai,6230000,1198,Nanmangalam,3,0,0
7429,Chennai,4840000,1008,Nanmangalam,2,0,0
7430,Chennai,4140000,900,Nanmangalam,2,0,0
7431,Chennai,10000000,1293,Adambakkam,3,1,0
7432,Chennai,4270000,930,Nanmangalam,2,0,0
7433,Chennai,5700000,900,Navallur,2,0,0
7434,Chennai,3100000,760,Nanmangalam,2,0,0
7435,Chennai,5116000,1066,Kovur,2,1,0
7436,Chennai,6969000,1452,Kovur,3,1,0
7437,Chennai,6480000,1350,Kovur,3,1,0
7438,Chennai,4435000,924,Kovur,2,1,0
7439,Chennai,6570999,1369,Kovur,3,1,0
7440,Chennai,5640000,1175,Kovur,2,1,0
7441,Chennai,2952000,615,Kovur,2,1,0
7442,Chennai,5200000,952,Sunnambu Kolathur S Kolathur,2,1,0
7443,Chennai,3000000,789,Urapakkam,2,0,0
7444,Chennai,2200000,460,Pazavanthangal,1,0,1
7445,Chennai,2300000,675,Avadi,2,1,0
7446,Chennai,3946000,877,Madhavaram,2,1,0
7447,Chennai,3510000,780,Madhavaram,2,1,0
7448,Chennai,5599000,1018,Sholinganallur,2,1,0
7449,Chennai,5500000,1000,Sholinganallur,2,1,0
7450,Chennai,5775000,1050,Sholinganallur,2,1,0
7451,Chennai,6050000,1100,Sholinganallur,2,1,0
7452,Chennai,4500000,1025,Thatchoor,2,1,0
7453,Chennai,2600000,570,Thiruverkadu,1,1,0
7454,Chennai,13200000,2000,Perungudi,3,1,1
7455,Chennai,7500000,1546,Sholinganallur,3,1,0
7456,Chennai,10000000,1599,Karapakkam,3,1,0
7457,Chennai,8000000,1296,Karapakkam,3,1,0
7458,Chennai,3645000,810,Nanmangalam,2,0,0
7459,Chennai,5221000,952,Manikandan Nagar,2,1,0
7460,Chennai,6300000,1060,Sholinganallur,2,1,0
7461,Chennai,5100000,930,Kilkattalai,2,1,0
7462,Chennai,4994000,910,Ullagaram,2,1,0
7463,Chennai,8675000,1641,Nandambakkam,3,1,0
7464,Chennai,4510000,1100,Ambattur,3,1,0
7465,Chennai,2976000,726,Thirumullaivoyal,2,1,0
7466,Chennai,3099000,756,Cholambedu,2,0,0
7467,Chennai,3051000,803,Cholambedu,2,0,0
7468,Chennai,2823000,743,Cholambedu,2,0,0
7469,Chennai,2850000,600,Ambattur,2,0,0
7470,Chennai,2975000,726,Cholambedu,2,1,0
7471,Chennai,6343000,1337,Thiruverkadu,3,1,0
7472,Chennai,5519000,1160,Thiruverkadu,2,1,0
7473,Chennai,2777000,571,Thiruverkadu,1,1,0
7474,Chennai,2703000,555,Thiruverkadu,1,1,0
7475,Chennai,5630000,1184,Thiruverkadu,2,1,0
7476,Chennai,2740000,563,Thiruverkadu,1,1,0
7477,Chennai,5542000,1165,Thiruverkadu,2,1,0
7478,Chennai,4793000,1004,Thiruverkadu,2,1,0
7479,Chennai,2763000,568,Thiruverkadu,1,1,0
7480,Chennai,5756000,1211,Thiruverkadu,2,1,0
7481,Chennai,2726000,560,Thiruverkadu,1,1,0
7482,Chennai,11000000,1217,Velachery,2,1,1
7483,Chennai,13000000,1990,Iyappanthangal,2,1,1
7484,Chennai,5500000,1098,Vanagaram,2,1,1
7485,Chennai,11299999,1558,Perungudi,2,1,0
7486,Chennai,7200000,1441,Padur,3,0,0
7487,Chennai,5200000,1147,Padur,2,0,0
7488,Chennai,7200000,962,Rajakilpakkam,2,1,0
7489,Chennai,17600000,2150,Navallur,3,1,0
7490,Chennai,11500000,1525,Navallur,3,1,1
7491,Chennai,8200000,1348,Karapakkam,3,1,0
7492,Chennai,8000000,1307,Karapakkam,3,1,0
7493,Chennai,7000000,1027,Karapakkam,2,1,0
7494,Chennai,13600000,1765,Navallur,3,1,0
7495,Chennai,10400000,1524,Navallur,3,1,0
7496,Chennai,10500000,1525,Navallur,3,1,0
7497,Chennai,3199000,610,Iyyappanthangal,1,1,0
7498,Chennai,5700000,1152,Mambakkam,2,0,0
7499,Chennai,5000000,999,Mambakkam,2,1,0
7500,Chennai,9000000,1298,Egatoor,2,1,0
7501,Chennai,6500000,1024,Karapakkam,2,1,0
7502,Chennai,2900000,690,Thatchoor,2,1,0
7503,Chennai,9000000,1364,Porur,3,1,0
7504,Chennai,9400000,2021,Semmancheri,4,1,0
7505,Chennai,7000000,1443,Sholinganallur,3,1,0
7506,Chennai,5400000,1020,Maduravoyal,2,1,0
7507,Chennai,5400000,1045,Maduravoyal,2,1,0
7508,Chennai,5400000,1045,Maduravoyal,2,1,0
7509,Chennai,5400000,1045,Maduravoyal,2,1,0
7510,Chennai,5698000,1020,Maduravoyal,2,1,0
7511,Chennai,5700000,1020,Maduravoyal,2,1,0
7512,Chennai,5800000,1075,Maduravoyal,2,1,0
7513,Chennai,5400000,1020,Maduravoyal,2,1,0
7514,Chennai,5400000,1020,Maduravoyal,2,1,0
7515,Chennai,5450000,1045,Maduravoyal,2,1,0
7516,Chennai,5700000,1020,Maduravoyal,2,1,0
7517,Chennai,17000000,2475,Iyappanthangal,4,1,1
7518,Chennai,7700000,1735,Medavakkam,3,1,1
7519,Chennai,3270000,711,Pammal,2,0,0
7520,Chennai,2760000,600,Pammal,2,0,0
7521,Chennai,16399999,1704,Virugambakkam,3,1,0
7522,Chennai,14000000,1464,Virugambakkam,3,1,0
7523,Chennai,14000000,1464,Virugambakkam,3,1,0
7524,Chennai,8300000,1546,Peerakankaranai,3,1,0
7525,Chennai,6100000,1093,Peerakankaranai,2,1,0
7526,Chennai,6000000,1066,Peerakankaranai,2,1,0
7527,Chennai,5500000,984,Peerakankaranai,2,1,0
7528,Chennai,5400000,947,Peerakankaranai,2,1,0
7529,Chennai,6700000,1228,Peerakankaranai,2,1,0
7530,Chennai,9000000,1301,Moolakadai,3,1,0
7531,Chennai,6000000,1367,Kelambakkam,2,1,0
7532,Chennai,10300000,1740,Poonamallee,3,1,0
7533,Chennai,10300000,1740,Poonamallee,3,1,0
7534,Chennai,8700000,1500,Poonamallee,3,1,0
7535,Chennai,7800000,1335,Poonamallee,2,1,0
7536,Chennai,13500000,1825,Iyappanthangal,3,1,1
7537,Chennai,17000000,2150,Navallur,3,1,1
7538,Chennai,10500000,1749,Navallur,2,1,1
7539,Chennai,11500000,1749,Navallur,2,1,1
7540,Chennai,17000000,2451,Navallur,3,1,1
